OrderID;UserID;Name;Product;Price;Quantity;TotalPrice;Discount;DeliveryMethod;Status;OrderDate;
238;1725;User_1725;BMW 5 Series 528i;22500.0;2;38250.0;0.15;Delivery;Delivered;23.05.2015;
239;1564;User_1564;Nissan Sentra 2.0 SR;8700.0;3;22185.0;0.15;Pickup;Delivered;28.02.2015;
240;155;User_155;Ford Escape SE;16000.0;1;16000.0;0.0;Delivery;Delivered;10.02.2015;
241;1609;User_1609;Mazda Mazda3 s;3200.0;1;3200.0;0.0;Delivery;Delivered;26.10.2014;
242;915;User_915;Ford F-150 XL;20900.0;2;41800.0;0.0;Delivery;Delivered;28.02.2014;
243;1746;User_1746;Ford Expedition XLT;6000.0;2;12000.0;0.0;Delivery;Delivered;06.11.2014;
244;563;User_563;Ford Edge SE;17700.0;2;35400.0;0.0;Delivery;Delivered;10.10.2015;
245;1915;User_1915;Chevrolet Silverado 2500HD Work Truck;15900.0;1;15900.0;0.0;Delivery;Canceled_Mismatch;27.01.2014;
246;1969;User_1969;GMC Savana Cargo 2500;21600.0;3;64800.0;0.0;Delivery;Canceled_Mismatch;27.11.2015;
247;439;User_439;Chevrolet Equinox LS;16700.0;3;47595.0;0.05;Delivery;Delivered;07.02.2014;
248;767;User_767;Ford E-Series Van E-250;18600.0;2;37200.0;0.0;Delivery;Delivered;19.10.2014;
249;196;User_196;Audi Q7 3.0T Premium quattro;34000.0;3;102000.0;0.0;Delivery;Delivered;23.04.2015;
250;393;User_393;Hyundai Accent GLS;6700.0;1;6700.0;0.0;Pickup;Delivered;22.12.2014;
251;1296;User_1296;Lexus ES 350 Base;33300.0;2;66600.0;0.0;Pickup;Delivered;31.08.2015;
252;9;User_9;Chevrolet Colorado ZQ8;3200.0;2;5440.0;0.15;Pickup;Canceled_Error;31.08.2015;
253;591;User_591;Toyota Tacoma V6;28000.0;1;28000.0;0.0;Delivery;Canceled_Mismatch;07.07.2015;
254;864;User_864;Nissan Maxima 3.5 SV;16200.0;3;41310.0;0.15;Delivery;Delivered;23.07.2015;
255;1095;User_1095;Ford Fusion SE;8600.0;1;8600.0;0.0;Delivery;Delivered;27.04.2014;
256;1322;User_1322;Dodge Grand Caravan SXT;10000.0;3;30000.0;0.0;Delivery;Canceled_Mismatch;24.12.2015;
257;1662;User_1662;Chevrolet Impala LT Fleet;7300.0;1;7300.0;0.0;Pickup;Canceled_Error;23.05.2015;
258;1976;User_1976;Dodge Caliber Mainstreet;7500.0;1;7500.0;0.0;Delivery;Delivered;13.12.2015;
259;1262;User_1262;Toyota Camry LE;13300.0;1;13300.0;0.0;Pickup;Delivered;24.07.2014;
260;1089;User_1089;Chevrolet Equinox LTZ;17600.0;2;35200.0;0.0;Pickup;Canceled_Error;05.05.2014;
261;1074;User_1074;Mercedes-Benz E-Class E350;21200.0;2;42400.0;0.0;Pickup;Canceled_Mismatch;07.06.2014;
262;1337;User_1337;Cadillac STS V6;7200.0;2;14400.0;0.0;Pickup;Canceled_Mismatch;25.12.2015;
263;530;User_530;Chevrolet Silverado 3500HD LTZ;20100.0;2;34170.0;0.15000000000000002;Delivery;Canceled_Mismatch;02.08.2015;
264;413;User_413;GMC Savana Cargo 2500;22000.0;2;44000.0;0.0;Pickup;Canceled_Mismatch;09.01.2014;
265;18;User_18;Chevrolet Silverado 1500 LTZ;19600.0;2;39200.0;0.0;Delivery;Delivered;07.07.2014;
266;1543;User_1543;BMW 3 Series 335is;28750.0;1;28750.0;0.0;Delivery;Canceled_Mismatch;26.06.2014;
267;831;User_831;Nissan Maxima 3.5 SL;3000.0;3;9000.0;0.0;Pickup;Delivered;19.10.2015;
268;1905;User_1905;Honda CR-V EX;6500.0;1;6500.0;0.0;Delivery;Canceled_Error;31.10.2014;
269;462;User_462;Jeep Wrangler Unlimited X;16800.0;3;50400.0;0.0;Delivery;Canceled_Error;19.02.2015;
270;1815;User_1815;Cadillac Seville STS;1100.0;1;935.0;0.15;Delivery;Canceled_Mismatch;11.08.2014;
271;1149;User_1149;Nissan Maxima 3.5 SV;17750.0;2;35500.0;0.0;Delivery;Delivered;13.11.2015;
272;463;User_463;Chrysler 300 SRT-8;14100.0;2;26790.0;0.05;Delivery;Delivered;21.09.2015;
273;320;User_320;Volkswagen New Beetle SE PZEV;9250.0;1;9250.0;0.0;Pickup;Canceled_Error;17.10.2015;
274;189;User_189;Jeep Liberty Limited;2400.0;1;2400.0;0.0;Delivery;Canceled_Error;20.05.2014;
275;491;User_491;Ford Fusion SE;9800.0;3;29400.0;0.0;Pickup;Delivered;13.09.2015;
276;1370;User_1370;Chevrolet Impala LS;3100.0;3;7905.0;0.15;Pickup;Delivered;23.08.2015;
277;1487;User_1487;Scion tC Base;7000.0;1;7000.0;0.0;Delivery;Delivered;10.03.2014;
278;884;User_884;BMW 3 Series 330Ci;10200.0;2;17340.0;0.15000000000000002;Pickup;Delivered;10.07.2014;
279;656;User_656;Kia Forte LX;12700.0;2;25400.0;0.0;Pickup;Delivered;25.07.2015;
280;1494;User_1494;Ford Mustang GT;600.0;2;1020.0;0.15;Delivery;Canceled_Mismatch;04.01.2015;
281;526;User_526;Ford Fusion SE;11900.0;1;11900.0;0.0;Pickup;Delivered;15.04.2014;
282;115;User_115;Porsche Cayenne Base;12800.0;3;34560.0;0.1;Pickup;Delivered;01.05.2015;
283;1207;User_1207;Honda CR-V EX-L;22900.0;3;68700.0;0.0;Pickup;Delivered;13.09.2015;
284;789;User_789;Chevrolet Suburban LT 1500;36900.0;1;36900.0;0.0;Pickup;Delivered;13.11.2015;
285;947;User_947;Toyota Yaris S;8400.0;3;21420.0;0.15;Pickup;Delivered;21.01.2014;
286;922;User_922;Mazda Mazda6 i Sport;11100.0;1;11100.0;0.0;Delivery;Paid;12.12.2014;
287;1494;User_1494;Honda Accord EX-L V-6;9000.0;1;9000.0;0.0;Delivery;Delivered;01.09.2014;
288;776;User_776;GMC Savana Cargo 2500;20900.0;2;41800.0;0.0;Pickup;Canceled_Mismatch;28.01.2014;
289;1184;User_1184;Ford Mustang V6;20800.0;2;41600.0;0.0;Delivery;Canceled_Error;13.12.2014;
290;1426;User_1426;Toyota Highlander Base;3400.0;1;3400.0;0.0;Delivery;Canceled_Mismatch;04.07.2014;
291;627;User_627;Ford F-150 FX4;5200.0;2;10400.0;0.0;Delivery;Canceled_Mismatch;24.12.2014;
292;928;User_928;Nissan Frontier SE;10500.0;2;21000.0;0.0;Delivery;Canceled_Mismatch;29.07.2015;
293;1602;User_1602;Hyundai Sonata SE;12600.0;1;10710.0;0.15;Delivery;Paid;19.08.2014;
294;388;User_388;Toyota RAV4 Base;16500.0;3;42075.0;0.15;Pickup;Delivered;12.07.2014;
295;898;User_898;Unknown Unknown Unknown;800.0;2;1600.0;0.0;Delivery;Delivered;04.03.2014;
296;1491;User_1491;Saturn VUE Base;2000.0;1;2000.0;0.0;Delivery;Delivered;06.12.2014;
297;1530;User_1530;Dodge Journey SXT;14900.0;1;14900.0;0.0;Delivery;Delivered;08.12.2015;
298;1556;User_1556;Nissan Rogue SV;13100.0;2;26200.0;0.0;Pickup;Delivered;07.08.2014;
299;778;User_778;BMW 3 Series 328i;21500.0;1;21500.0;0.0;Delivery;Delivered;07.03.2015;
300;1021;User_1021;Kia Sedona LX;16500.0;3;49500.0;0.0;Pickup;Canceled_Mismatch;19.03.2014;
301;1402;User_1402;Nissan Altima 2.5 S;12100.0;2;24200.0;0.0;Delivery;Delivered;30.08.2015;
302;250;User_250;Chrysler 200 Limited;15300.0;3;45900.0;0.0;Delivery;Canceled_Mismatch;15.04.2015;
303;1198;User_1198;Ford Escape SEL;18700.0;3;56100.0;0.0;Pickup;Delivered;20.06.2014;
304;24;User_24;Nissan Murano SL;19600.0;1;19600.0;0.0;Delivery;Delivered;19.04.2014;
305;1378;User_1378;Jeep Liberty Sport;6900.0;2;13800.0;0.0;Pickup;Delivered;02.04.2014;
306;1903;User_1903;Lexus ES 350 Base;20100.0;1;17085.0;0.15;Pickup;Delivered;23.11.2014;
307;1129;User_1129;Ford Transit Connect Cargo Van XL;6000.0;2;12000.0;0.0;Delivery;Delivered;28.06.2014;
308;1024;User_1024;Volkswagen Jetta SE PZEV;9500.0;2;19000.0;0.0;Delivery;Canceled_Mismatch;05.09.2015;
309;411;User_411;Lincoln MKS Base;20800.0;2;35360.0;0.15000000000000002;Delivery;Canceled_Mismatch;30.03.2014;
310;1657;User_1657;Jeep Grand Cherokee Laredo;900.0;2;1800.0;0.0;Pickup;Delivered;31.07.2015;
311;1385;User_1385;Mercedes-Benz C-Class C300 Sport;13250.0;2;22525.0;0.15;Pickup;Canceled_Mismatch;14.07.2015;
312;472;User_472;Unknown Unknown Unknown;7700.0;3;19635.0;0.15;Pickup;Canceled_Mismatch;11.03.2014;
313;126;User_126;Lexus ES 350 Base;33500.0;3;100500.0;0.0;Pickup;Canceled_Mismatch;12.06.2015;
314;1267;User_1267;Cadillac CTS Base;900.0;3;2700.0;0.0;Delivery;Delivered;29.10.2015;
315;656;User_656;Nissan Maxima 3.5 SV;18500.0;2;31450.0;0.15;Delivery;Delivered;01.05.2014;
316;1497;User_1497;Toyota Sienna LE 7-Passenger Mobility Auto Access;23100.0;2;46200.0;0.0;Delivery;Delivered;28.04.2015;
317;1681;User_1681;Chevrolet Impala LT;4800.0;2;9600.0;0.0;Pickup;Canceled_Error;18.02.2014;
318;1504;User_1504;Ram 1500 ST;18200.0;2;30940.0;0.15;Pickup;Canceled_Mismatch;11.09.2014;
319;46;User_46;Toyota Camry Solara SLE V6;5600.0;3;14280.0;0.15;Pickup;Canceled_Mismatch;15.01.2014;
320;261;User_261;Buick Rendezvous CX;500.0;1;500.0;0.0;Pickup;Canceled_Mismatch;18.10.2014;
321;500;User_500;Chevrolet Tahoe LT;12000.0;3;32400.0;0.1;Delivery;Delivered;25.04.2014;
322;1285;User_1285;Toyota Tacoma PreRunner V6;18500.0;2;31450.0;0.15;Delivery;Canceled_Error;04.12.2015;
323;1798;User_1798;Unknown Unknown Unknown;2100.0;3;6300.0;0.0;Pickup;Paid;31.03.2014;
324;1557;User_1557;Honda Accord EX-L V-6;20400.0;3;61200.0;0.0;Delivery;Delivered;24.10.2015;
325;459;User_459;Dodge Caliber SE;2800.0;1;2800.0;0.0;Pickup;Delivered;06.11.2014;
326;1211;User_1211;Pontiac G6 GT;7500.0;1;7500.0;0.0;Delivery;Canceled_Mismatch;04.12.2015;
327;874;User_874;FIAT 500 Pop;9900.0;1;9900.0;0.0;Delivery;Canceled_Mismatch;19.02.2015;
328;1474;User_1474;Mercedes-Benz E-Class E350 Luxury;24900.0;2;49800.0;0.0;Pickup;Canceled_Mismatch;25.08.2015;
329;1450;User_1450;Ford Expedition XLT;8600.0;1;7310.0;0.15;Delivery;Delivered;16.09.2015;
330;172;User_172;Nissan Altima 2.5 S;3000.0;1;2550.0;0.15;Delivery;Canceled_Error;07.08.2015;
331;490;User_490;Toyota Tacoma Base;7500.0;3;18000.0;0.2;Delivery;Delivered;28.06.2015;
332;521;User_521;Volvo S40 2.4i;2800.0;3;7140.0;0.15;Delivery;Canceled_Mismatch;13.11.2015;
333;1789;User_1789;Ford Taurus SEL;1400.0;1;1190.0;0.15;Pickup;Canceled_Mismatch;04.12.2014;
334;523;User_523;Volkswagen Routan SE;10000.0;3;25500.0;0.15;Delivery;Delivered;29.05.2015;
335;439;User_439;Toyota Highlander Limited;29300.0;1;27835.0;0.05;Delivery;Canceled_Mismatch;30.06.2014;
336;1114;User_1114;Chevrolet Volt Base;14500.0;2;29000.0;0.0;Delivery;Canceled_Mismatch;04.11.2014;
337;830;User_830;Ford Mustang V6;11500.0;1;9775.0;0.15000000000000002;Delivery;Canceled_Mismatch;15.10.2014;
338;1140;User_1140;Hyundai Accent GS;500.0;1;500.0;0.0;Delivery;Delivered;16.02.2015;
339;410;User_410;Ford E-Series Wagon E-350 Super Duty XLT;18500.0;1;18500.0;0.0;Delivery;Delivered;20.03.2014;
340;1773;User_1773;Toyota Tacoma PreRunner;22800.0;2;45600.0;0.0;Delivery;Delivered;19.08.2014;
341;1794;User_1794;Mazda CX-7 i SV;7500.0;1;6375.0;0.15;Pickup;Canceled_Mismatch;09.12.2015;
342;1031;User_1031;Kia Optima LX;12000.0;2;24000.0;0.0;Delivery;Delivered;25.01.2014;
343;1152;User_1152;Infiniti G Sedan G37x;21800.0;1;18530.0;0.15;Pickup;Delivered;30.04.2015;
344;1871;User_1871;Ford F-150 XL;1500.0;3;4500.0;0.0;Delivery;Delivered;04.04.2014;
345;800;User_800;Ford Focus Titanium;15800.0;3;42660.0;0.1;Pickup;Delivered;15.09.2014;
346;1439;User_1439;Lexus ES 350 Base;30000.0;2;60000.0;0.0;Pickup;Canceled_Error;07.10.2015;
347;1994;User_1994;Ford Taurus SEL;7200.0;2;12240.0;0.15;Pickup;Delivered;25.10.2015;
348;641;User_641;Porsche Cayenne Turbo S;37800.0;3;113400.0;0.0;Delivery;Canceled_Mismatch;31.12.2014;
349;1389;User_1389;Volkswagen Beetle 2.5L PZEV;11900.0;1;11900.0;0.0;Pickup;Delivered;05.10.2015;
350;407;User_407;Dodge Durango SLT Plus;750.0;3;2250.0;0.0;Pickup;Canceled_Mismatch;02.10.2015;
351;1695;User_1695;Ram 1500 Tradesman;28000.0;3;84000.0;0.0;Delivery;Canceled_Mismatch;20.06.2015;
352;1613;User_1613;Cadillac CTS Coupe Premium;22600.0;1;22600.0;0.0;Delivery;Paid;18.07.2014;
353;1790;User_1790;Hyundai Accent GLS;4700.0;2;9400.0;0.0;Pickup;Canceled_Error;25.06.2014;
354;1107;User_1107;Toyota Camry LE;13800.0;1;13800.0;0.0;Pickup;Delivered;25.06.2014;
355;1079;User_1079;Chrysler Town and Country Touring;19600.0;3;58800.0;0.0;Delivery;Canceled_Mismatch;29.01.2014;
356;267;User_267;Ford Taurus Limited;12100.0;3;36300.0;0.0;Delivery;Canceled_Mismatch;03.06.2014;
357;415;User_415;BMW 5 Series 535i xDrive;38000.0;3;96900.0;0.15;Delivery;Canceled_Mismatch;13.03.2015;
358;1281;User_1281;Honda Accord EX;400.0;2;680.0;0.15;Delivery;Delivered;02.08.2015;
359;55;User_55;Ford Fusion SE;8500.0;3;21675.0;0.15000000000000002;Delivery;Canceled_Error;21.02.2015;
360;149;User_149;Acura MDX Technology Package;28600.0;3;85800.0;0.0;Pickup;Canceled_Mismatch;16.06.2015;
361;713;User_713;Toyota Sienna LE 7-Passenger Mobility Auto Access;22700.0;1;22700.0;0.0;Pickup;Delivered;28.02.2014;
362;904;User_904;Kia Soul Base;11400.0;1;11400.0;0.0;Delivery;Canceled_Mismatch;05.10.2014;
363;217;User_217;Dodge Grand Caravan SXT;13900.0;3;41700.0;0.0;Delivery;Delivered;19.01.2015;
364;1915;User_1915;Kia Forte LX;10300.0;3;30900.0;0.0;Delivery;Paid;04.10.2014;
365;990;User_990;Ford F-150 XLT;3500.0;2;7000.0;0.0;Pickup;Delivered;26.10.2014;
366;1535;User_1535;Kia Rio EX;7500.0;2;15000.0;0.0;Delivery;Canceled_Mismatch;05.02.2015;
367;1443;User_1443;Jeep Grand Cherokee Limited;1700.0;1;1445.0;0.15;Delivery;Delivered;23.09.2015;
368;1023;User_1023;Audi A8 L quattro;10300.0;3;30900.0;0.0;Delivery;Delivered;02.12.2014;
369;41;User_41;HUMMER H3 Base;16900.0;1;16900.0;0.0;Delivery;Canceled_Mismatch;02.10.2014;
370;1681;User_1681;Nissan Altima 2.5 S;14800.0;1;14800.0;0.0;Delivery;Delivered;27.05.2015;
371;1345;User_1345;Unknown Unknown Unknown;2000.0;1;2000.0;0.0;Pickup;Delivered;07.07.2014;
372;1689;User_1689;Chevrolet Impala LT;5000.0;3;15000.0;0.0;Delivery;Delivered;28.06.2014;
373;1031;User_1031;Toyota Corolla LE;11600.0;2;19720.0;0.15;Pickup;Canceled_Mismatch;25.02.2014;
374;82;User_82;Dodge Nitro Shock;18000.0;2;36000.0;0.0;Pickup;Canceled_Error;22.10.2014;
375;1056;User_1056;Chevrolet Silverado 1500 LTZ;42000.0;3;126000.0;0.0;Delivery;Delivered;09.07.2014;
376;514;User_514;Honda CR-V LX;17200.0;3;51600.0;0.0;Pickup;Canceled_Mismatch;02.11.2015;
377;286;User_286;Volkswagen Jetta S;10200.0;3;27540.0;0.1;Delivery;Delivered;05.10.2014;
378;526;User_526;BMW 5 Series 545i;7600.0;1;6460.0;0.15;Pickup;Delivered;21.08.2014;
379;1506;User_1506;Mercedes-Benz M-Class ML500;7000.0;1;7000.0;0.0;Delivery;Delivered;21.03.2015;
380;757;User_757;Chevrolet Traverse LT;17500.0;1;14875.0;0.15000000000000002;Delivery;Delivered;19.08.2014;
381;1465;User_1465;Chevrolet Spark 1LT;8000.0;1;8000.0;0.0;Delivery;Delivered;16.01.2014;
382;1358;User_1358;GMC Sierra 1500 Base;2100.0;2;4200.0;0.0;Delivery;Delivered;03.03.2014;
383;1825;User_1825;Toyota Corolla L;9000.0;1;9000.0;0.0;Delivery;Delivered;30.09.2014;
384;1500;User_1500;Nissan Altima 2.5 S;12600.0;1;10710.0;0.15;Delivery;Canceled_Mismatch;17.02.2015;
385;1067;User_1067;Nissan Rogue S;14500.0;3;36975.0;0.15;Delivery;Delivered;06.06.2014;
386;1053;User_1053;Chevrolet Silverado 1500 LT;19600.0;2;33320.0;0.15;Delivery;Delivered;06.11.2014;
387;2;User_2;Ford F-250 Super Duty Lariat;20500.0;2;41000.0;0.0;Delivery;Canceled_Mismatch;13.01.2014;
388;411;User_411;Honda Civic LX;7250.0;1;6162.5;0.15000000000000002;Delivery;Delivered;03.03.2015;
389;1164;User_1164;Nissan Altima 2.5 S;13200.0;1;13200.0;0.0;Pickup;Canceled_Mismatch;09.12.2015;
390;414;User_414;Kia Soul !;5900.0;2;10030.0;0.15;Delivery;Canceled_Mismatch;16.10.2014;
391;492;User_492;Hyundai Tucson GLS;14300.0;3;42900.0;0.0;Pickup;Canceled_Mismatch;05.09.2015;
392;1617;User_1617;Ford Excursion Limited;3800.0;3;11400.0;0.0;Delivery;Delivered;10.06.2015;
393;1842;User_1842;Ford F-250 Super Duty XL;35100.0;3;105300.0;0.0;Pickup;Delivered;04.07.2014;
394;730;User_730;Infiniti G Sedan G37 Journey;21750.0;3;52200.0;0.2;Delivery;Canceled_Mismatch;14.06.2015;
395;1348;User_1348;Ford Fusion SE;8700.0;1;8700.0;0.0;Delivery;Delivered;10.04.2015;
396;43;User_43;BMW 4 Series 435i;51500.0;2;103000.0;0.0;Delivery;Delivered;21.09.2014;
397;864;User_864;Ford Mustang V6;17600.0;2;29920.0;0.15;Pickup;Canceled_Error;09.02.2015;
398;836;User_836;GMC Acadia SLT-1;30400.0;1;25840.0;0.15;Delivery;Delivered;22.03.2014;
399;1656;User_1656;Nissan Altima 2.5 S;13800.0;3;41400.0;0.0;Pickup;Delivered;05.09.2014;
400;635;User_635;Ford Explorer XLT;5200.0;3;13260.0;0.15000000000000002;Delivery;Canceled_Error;13.04.2015;
401;1423;User_1423;Nissan Altima 2.5 S;9500.0;1;9500.0;0.0;Delivery;Delivered;21.05.2014;
402;16;User_16;Ford Mustang Premium;5200.0;1;5200.0;0.0;Delivery;Delivered;14.08.2015;
403;862;User_862;Ford Explorer XLT;2300.0;3;6900.0;0.0;Delivery;Canceled_Mismatch;24.09.2015;
404;201;User_201;Unknown Unknown Unknown;1700.0;1;1700.0;0.0;Pickup;Canceled_Mismatch;04.11.2014;
405;1207;User_1207;Chevrolet Avalanche 1500;5900.0;3;17700.0;0.0;Delivery;Delivered;07.03.2015;
406;1068;User_1068;Mitsubishi Lancer ES;4100.0;2;8200.0;0.0;Pickup;Canceled_Mismatch;09.07.2014;
407;562;User_562;Chevrolet Suburban 1500 LS;10300.0;3;30900.0;0.0;Delivery;Delivered;31.03.2015;
408;1898;User_1898;Kia Sorento Base;9500.0;1;9500.0;0.0;Delivery;Delivered;25.08.2015;
409;725;User_725;Toyota Camry SE;11200.0;1;11200.0;0.0;Pickup;Paid;09.05.2014;
410;268;User_268;Ford Focus S;8700.0;3;26100.0;0.0;Delivery;Delivered;17.07.2015;
411;943;User_943;Nissan Versa 1.8 S;7300.0;3;21900.0;0.0;Pickup;Delivered;24.01.2015;
412;1989;User_1989;Ford Focus SE;11700.0;3;35100.0;0.0;Pickup;Delivered;01.12.2015;
413;1502;User_1502;Unknown Unknown Unknown;44500.0;3;133500.0;0.0;Pickup;Canceled_Mismatch;12.02.2014;
414;268;User_268;Cadillac DTS Base;9100.0;2;18200.0;0.0;Delivery;Delivered;09.07.2015;
415;840;User_840;Dodge Caliber SXT;4000.0;1;4000.0;0.0;Delivery;Paid;26.12.2014;
416;1072;User_1072;Toyota Camry SE;13700.0;1;13700.0;0.0;Pickup;Canceled_Mismatch;21.01.2015;
417;463;User_463;Ford Taurus SE;10750.0;1;9137.5;0.15;Delivery;Canceled_Mismatch;15.07.2014;
418;1784;User_1784;Ford Escape XLT;4700.0;2;7990.0;0.15;Pickup;Canceled_Mismatch;15.05.2014;
419;942;User_942;Chrysler Town and Country LX Family Value;1200.0;2;2400.0;0.0;Delivery;Paid;18.12.2015;
420;1194;User_1194;Lexus GS 350 Base;33800.0;1;33800.0;0.0;Delivery;Delivered;31.08.2014;
421;288;User_288;Chevrolet Camaro 2LT;17200.0;3;43860.0;0.15;Delivery;Canceled_Mismatch;27.03.2014;
422;1879;User_1879;Ford F-150 XL;18400.0;1;18400.0;0.0;Delivery;Paid;07.08.2014;
423;1560;User_1560;Ford Focus SE;8800.0;2;17600.0;0.0;Delivery;Canceled_Mismatch;09.11.2014;
424;1944;User_1944;Chrysler 300 S;22900.0;3;58395.0;0.15;Pickup;Canceled_Mismatch;13.09.2015;
425;599;User_599;Ford F-150 XLT;23200.0;2;46400.0;0.0;Pickup;Canceled_Mismatch;02.11.2015;
426;1140;User_1140;Kia Forte EX;10600.0;1;9010.0;0.15;Delivery;Delivered;26.03.2015;
427;849;User_849;Chevrolet Impala LS;5300.0;1;5300.0;0.0;Pickup;Delivered;24.10.2015;
428;1717;User_1717;Honda Accord EX-L V-6;11400.0;3;34200.0;0.0;Delivery;Delivered;15.07.2014;
429;1516;User_1516;BMW 3 Series 328i;25800.0;1;25800.0;0.0;Delivery;Delivered;18.03.2015;
430;391;User_391;Nissan Versa 1.8 SL;5100.0;3;13005.0;0.15;Pickup;Canceled_Mismatch;27.03.2014;
431;309;User_309;Chrysler Town and Country Touring;18400.0;3;55200.0;0.0;Pickup;Delivered;12.06.2014;
432;430;User_430;Volkswagen Passat TDI SE;20900.0;2;41800.0;0.0;Pickup;Delivered;25.02.2014;
433;1534;User_1534;Nissan Titan SE;5500.0;2;11000.0;0.0;Pickup;Canceled_Error;02.03.2014;
434;1463;User_1463;Toyota Camry LE;15800.0;3;47400.0;0.0;Pickup;Canceled_Mismatch;29.11.2015;
435;531;User_531;Ford Escape SEL;20100.0;2;40200.0;0.0;Delivery;Canceled_Mismatch;02.08.2014;
436;852;User_852;BMW 3 Series 328i SULEV;32750.0;1;32750.0;0.0;Delivery;Delivered;18.09.2015;
437;282;User_282;Ford F-150 XLT;27700.0;1;27700.0;0.0;Pickup;Delivered;01.06.2014;
438;628;User_628;Nissan Pathfinder SL;26600.0;1;26600.0;0.0;Delivery;Canceled_Error;02.05.2015;
439;1769;User_1769;Ford Mustang V6;20600.0;2;35020.0;0.15;Pickup;Delivered;13.08.2014;
440;181;User_181;Mazda Mazda3 i Sport;11400.0;3;34200.0;0.0;Pickup;Canceled_Error;12.09.2015;
441;1833;User_1833;Mercedes-Benz R-Class R350;9400.0;2;15980.0;0.15;Delivery;Canceled_Error;06.10.2014;
442;328;User_328;Nissan Pathfinder SV;26400.0;2;47520.0;0.1;Delivery;Canceled_Mismatch;18.07.2014;
443;764;User_764;Ford Escape XLT Premium;2000.0;3;5400.0;0.1;Delivery;Canceled_Mismatch;07.12.2014;
444;1450;User_1450;Hyundai Santa Fe GLS;12000.0;1;12000.0;0.0;Delivery;Delivered;08.11.2014;
445;1108;User_1108;Ford F-150 King Ranch;28200.0;3;71910.0;0.15;Delivery;Delivered;04.07.2014;
446;948;User_948;Audi A6 3.0T Premium quattro;35500.0;3;106500.0;0.0;Delivery;Delivered;04.05.2014;
447;823;User_823;Hyundai Sonata GLS;11500.0;1;11500.0;0.0;Pickup;Delivered;24.02.2015;
448;664;User_664;Acura TSX Base;13200.0;2;26400.0;0.0;Pickup;Canceled_Mismatch;07.03.2014;
449;1983;User_1983;Hyundai Sonata GL;550.0;2;1100.0;0.0;Pickup;Delivered;09.04.2014;
450;1664;User_1664;Nissan Rogue SV;18600.0;1;15810.0;0.15;Pickup;Delivered;29.08.2015;
451;673;User_673;Ford Escape SE;22000.0;1;18700.0;0.15;Delivery;Delivered;06.10.2014;
452;1800;User_1800;Volvo S60 T5;21750.0;1;21750.0;0.0;Delivery;Canceled_Error;06.07.2014;
453;1231;User_1231;BMW 5 Series 530xi;11000.0;1;11000.0;0.0;Delivery;Delivered;07.10.2014;
454;1320;User_1320;Infiniti G Sedan G37x;23800.0;3;71400.0;0.0;Pickup;Canceled_Mismatch;08.11.2014;
455;1140;User_1140;Dodge Grand Caravan SXT;16300.0;3;48900.0;0.0;Delivery;Canceled_Mismatch;05.05.2014;
456;1796;User_1796;Lexus ES 350 Base;24250.0;1;24250.0;0.0;Delivery;Paid;27.11.2015;
457;651;User_651;Kia Optima SX;16100.0;2;32200.0;0.0;Delivery;Delivered;11.06.2015;
458;136;User_136;Toyota Corolla LE;7000.0;2;14000.0;0.0;Delivery;Canceled_Mismatch;25.03.2015;
459;788;User_788;Ford Escape XLT;4200.0;1;3570.0;0.15;Pickup;Canceled_Mismatch;14.07.2014;
460;247;User_247;Ford Fusion SE;7600.0;2;14440.0;0.05;Delivery;Delivered;09.11.2015;
461;1111;User_1111;Dodge Journey SXT;17500.0;1;14875.0;0.15;Delivery;Delivered;06.10.2015;
462;205;User_205;Nissan Armada SV;29000.0;1;26100.0;0.1;Delivery;Delivered;03.05.2015;
463;692;User_692;Kia Soul +;12200.0;1;12200.0;0.0;Pickup;Delivered;25.04.2014;
464;1834;User_1834;Chevrolet Silverado 1500 LT;27500.0;3;82500.0;0.0;Delivery;Canceled_Mismatch;01.12.2015;
465;1329;User_1329;Ford Taurus SEL;13700.0;1;13700.0;0.0;Delivery;Delivered;08.12.2014;
466;74;User_74;Lexus IS 250 Base;11500.0;2;23000.0;0.0;Delivery;Delivered;18.10.2015;
467;978;User_978;Nissan Rogue SV;15200.0;1;12920.0;0.15;Delivery;Canceled_Mismatch;16.10.2014;
468;1674;User_1674;Infiniti Q50 Premium;33200.0;2;66400.0;0.0;Pickup;Delivered;04.11.2015;
469;1972;User_1972;Jaguar XF Luxury;17000.0;3;51000.0;0.0;Delivery;Delivered;10.11.2015;
470;1859;User_1859;Nissan Maxima GLE;1600.0;1;1600.0;0.0;Pickup;Delivered;06.03.2014;
471;684;User_684;Ford Escape XLT;8600.0;1;8600.0;0.0;Pickup;Delivered;18.02.2015;
472;1450;User_1450;Mercedes-Benz E-Class E500;4000.0;3;12000.0;0.0;Delivery;Delivered;26.11.2015;
473;1599;User_1599;Dodge Grand Caravan American Value Package;7000.0;2;14000.0;0.0;Delivery;Delivered;01.07.2015;
474;261;User_261;Acura TL Base;12700.0;1;12700.0;0.0;Delivery;Delivered;13.07.2015;
475;521;User_521;Ford Mustang GT Premium;20900.0;3;56430.0;0.1;Delivery;Paid;09.01.2015;
476;948;User_948;Hyundai Genesis 2025-08-03 00:00:00;13300.0;2;26600.0;0.0;Delivery;Delivered;10.08.2015;
477;448;User_448;Nissan Altima 2.5 S;5700.0;3;17100.0;0.0;Pickup;Delivered;06.04.2015;
